episode_number,guest,title,title_topics,chapter_topics,all_topics
319,Botez,Botez Sisters Chess Streaming and Fame,Botez Sisters Chess Streaming and Fame,Them; Cell; Earth; Bacteria; Humans; Your; Evolution; Whole; Cells; Carbon; System; Oxygen; Environment; Genes; Possible,Botez Sisters Chess Streaming and Fame; Them; Cell; Earth; Bacteria; Humans; Your; Evolution; Whole; Cells; Carbon; System; Oxygen; Environment; Genes; Possible
320,Christopher,Christopher Capozzola World War I Ideology Propaganda and Politics,Christopher Capozzola World War I Ideology Propaganda and Politics,History; States; American; United; Their; Military; Power; Leaders; Them; Whether; Election; Elections; Conflict; Germany; System,Christopher Capozzola World War I Ideology Propaganda and Politics; History; States; American; United; Their; Military; Power; Leaders; Them; Whether; Election; Elections; Conflict; Germany; System
321,Ray,Ray Kurzweil Singularity Superintelligence and Immortality,Ray Kurzweil Singularity Superintelligence and Immortality,Your; Conscious; Them; Created; Love; Test; Didn; Create; Book; Humans; Brain; Somebody; Technology; Singularity; Pretty,Ray Kurzweil Singularity Superintelligence and Immortality; Your; Conscious; Them; Created; Love; Test; Didn; Create; Book; Humans; Brain; Somebody; Technology; Singularity; Pretty
322,Rana,Rana el Kaliouby Emotion AI Social Robots and Self-Driving Cars,Rana el Kaliouby Emotion AI Social Robots and Self-Driving Cars,Solve; Your; Hardest; Early; Core; Values; Successful; Companies; Advice; Company; Step; Minimum; Viable; Super; Bring,Rana el Kaliouby Emotion AI Social Robots and Self-Driving Cars; Solve; Your; Hardest; Early; Core; Values; Successful; Companies; Advice; Company; Step; Minimum; Viable; Super; Bring
323,Will,Will Sasso Comedy MADtv AI Friendship Madness and Pro Wrestling,Will Sasso Comedy MADtv AI Friendship Madness and Pro Wrestling,Stuff; Your; Love; Fucking; Whatever; Goes; Shit; Around; Chad; Someone; Movie; Character; Bobby; Actor; Friends,Will Sasso Comedy MADtv AI Friendship Madness and Pro Wrestling; Stuff; Your; Love; Fucking; Whatever; Goes; Shit; Around; Chad; Someone; Movie; Character; Bobby; Actor; Friends
324,Daniel,Daniel Negreanu Poker,Daniel Negreanu Poker,Poker; Play; Your; Game; Playing; Them; Gonna; Players; Money; Player; Stuff; Best; Love; Phil; Whatever,Daniel Negreanu Poker; Poker; Play; Your; Game; Playing; Them; Gonna; Players; Money; Player; Stuff; Best; Love; Phil; Whatever
325,Michael,Michael Levin Biology Life Aliens Evolution Embryogenesis Xenobots,Michael Levin Biology Life Aliens Evolution Embryogenesis Xenobots,Cells; Your; Them; Their; System; Space; Whatever; Biology; Cell; Level; Cognition; Kinds; Evolution; Goals; Whole,Michael Levin Biology Life Aliens Evolution Embryogenesis Xenobots; Cells; Your; Them; Their; System; Space; Whatever; Biology; Cell; Level; Cognition; Kinds; Evolution; Goals; Whole
326,Annaka,Annaka Harris Free Will Consciousness and the Nature of Reality,Annaka Harris Free Will Consciousness and the Nature of Reality,Experience; Consciousness; Your; Brain; Conscious; Fundamental; Them; Intuitions; Suffering; Free; Universe; Nature; Self; Reality; Moment,Annaka Harris Free Will Consciousness and the Nature of Reality; Experience; Consciousness; Your; Brain; Conscious; Fundamental; Them; Intuitions; Suffering; Free; Universe; Nature; Self; Reality; Moment
327,GothamChess,GothamChess Hans Niemann Magnus Carlsen Cheating Scandal Chess Bots,GothamChess Hans Niemann Magnus Carlsen Cheating Scandal Chess Bots,Chess; Game; Your; Play; Magnus; Them; Games; Gonna; Stuff; Didn; Their; Move; Played; Doesn; Hans,GothamChess Hans Niemann Magnus Carlsen Cheating Scandal Chess Bots; Chess; Game; Your; Play; Magnus; Them; Games; Gonna; Stuff; Didn; Their; Move; Played; Doesn; Hans
328,John,John Danaher Grappling Jiu Jitsu ADCC and Animal Combat,John Danaher Grappling Jiu Jitsu ADCC and Animal Combat,Gordon; Your; Them; Their; Match; Training; Opponent; Jitsu; Fight; Position; Adcc; Athletes; Game; Lion; John,John Danaher Grappling Jiu Jitsu ADCC and Animal Combat; Gordon; Your; Them; Their; Match; Training; Opponent; Jitsu; Fight; Position; Adcc; Athletes; Game; Lion; John
329,Kate Darling,"Kate Darling - Social Robots, Ethics, Privacy and the Future of MIT",Kate Darling - Social Robots; Ethics; Privacy and the Future of MIT,Robots; Robot; Your; Them; Connection; Their; Hard; Companies; Doesn; Gonna; Social; Systems; Interaction; General; Relationship,Kate Darling - Social Robots; Ethics; Privacy and the Future of MIT; Robots; Robot; Your; Them; Connection; Their; Hard; Companies; Doesn; Gonna; Social; Systems; Interaction; General; Relationship
330,Hikaru,Hikaru Nakamura Chess Magnus Kasparov and the Psychology of Greatness,Hikaru Nakamura Chess Magnus Kasparov and the Psychology of Greatness,Chess; Game; Play; Games; Your; Magnus; Playing; Played; Move; Pawn; Players; Better; King; Position; Knight,Hikaru Nakamura Chess Magnus Kasparov and the Psychology of Greatness; Chess; Game; Play; Games; Your; Magnus; Playing; Played; Move; Pawn; Players; Better; King; Position; Knight
331,Balaji,Balaji Srinivasan How to Fix Government Twitter Science and the FDA,Balaji Srinivasan How to Fix Government Twitter Science and the FDA,Your; Their; Them; State; Stuff; Media; Social; Digital; Name; Network; Build; Whatever; Book; Crypto; China,Balaji Srinivasan How to Fix Government Twitter Science and the FDA; Your; Their; Them; State; Stuff; Media; Social; Digital; Name; Network; Build; Whatever; Book; Crypto; China
332,Kanye,Kanye 'Ye' West Interview,Kanye 'Ye' West Interview,Your; Jewish; Black; Media; Engineering; Pain; Engineer; Love; Them; Their; History; Doesn; Didn; Trust; Hate,Kanye 'Ye' West Interview; Your; Jewish; Black; Media; Engineering; Pain; Engineer; Love; Them; Their; History; Doesn; Didn; Trust; Hate
333,Andrej,Andrej Karpathy Tesla AI Self-Driving Optimus Aliens and AGI,Andrej Karpathy Tesla AI Self-Driving Optimus Aliens and AGI,Your; Data; Neural; Humans; Them; System; Stuff; Hard; Learning; Code; Love; Process; Doesn; Next; Tesla,Andrej Karpathy Tesla AI Self-Driving Optimus Aliens and AGI; Your; Data; Neural; Humans; Them; System; Stuff; Hard; Learning; Code; Love; Process; Doesn; Next; Tesla
334,Abbas,Abbas Amanat Iran Protests Mahsa Amini History CIA Nuclear Weapons,Abbas Amanat Iran Protests Mahsa Amini History CIA Nuclear Weapons,Iran; Them; Course; Islamic; Their; Regime; Iranian; Power; Revolution; State; Century; Republic; Population; Government; Religious,Abbas Amanat Iran Protests Mahsa Amini History CIA Nuclear Weapons; Iran; Them; Course; Islamic; Their; Regime; Iranian; Power; Revolution; State; Century; Republic; Population; Government; Religious
335,Fiona,Fiona Hill Vladimir Putin and Donald Trump,Fiona Hill Vladimir Putin and Donald Trump,Your; Them; Ohio; Ukraine; Nbsp; Kids; Palestine; Their; Train; Free; Tranq; Honey; Everybody; Chemicals; Shouldn,Fiona Hill Vladimir Putin and Donald Trump; Your; Them; Ohio; Ukraine; Nbsp; Kids; Palestine; Their; Train; Free; Tranq; Honey; Everybody; Chemicals; Shouldn
337,Destiny,Destiny Politics Free Speech Controversy Sex War and Relationships,Destiny Politics Free Speech Controversy Sex War and Relationships,Your; Stuff; Them; Somebody; Their; Whatever; Sure; Word; Ever; Love; Government; Whole; Didn; Pretty; Political,Destiny Politics Free Speech Controversy Sex War and Relationships; Your; Stuff; Them; Somebody; Their; Whatever; Sure; Word; Ever; Love; Government; Whole; Didn; Pretty; Political
338,Chamath,Chamath Palihapitiya Money Success Startups Energy Poker Happiness,Chamath Palihapitiya Money Success Startups Energy Poker Happiness,Your; Them; Mistakes; Energy; Their; Money; Better; Zero; Somebody; Company; Three; Build; Doesn; Around; Dollars,Chamath Palihapitiya Money Success Startups Energy Poker Happiness; Your; Them; Mistakes; Energy; Their; Money; Better; Zero; Somebody; Company; Three; Build; Doesn; Around; Dollars
339,Climate,Climate Change Debate Bjørn Lomborg and Andrew Revkin,Climate Change Debate Bjørn Lomborg and Andrew Revkin,Climate; Your; Change; Them; Energy; Better; Stuff; Their; Science; Global; Warming; Fossil; Sure; Hurricanes; Everyone,Climate Change Debate Bjørn Lomborg and Andrew Revkin; Climate; Your; Change; Them; Energy; Better; Stuff; Their; Science; Global; Warming; Fossil; Sure; Hurricanes; Everyone
340,Chris,Chris Tarbell FBI Agent Who Took Down Silk Road,Chris Tarbell FBI Agent Who Took Down Silk Road,Your; Their; Them; Security; Cyber; Didn; Stuff; Silk; Road; Ross; Love; Name; Guys; Anonymous; Gonna,Chris Tarbell FBI Agent Who Took Down Silk Road; Your; Their; Them; Security; Cyber; Didn; Stuff; Silk; Road; Ross; Love; Name; Guys; Anonymous; Gonna
341,Guido van Rossum,Guido van Rossum - Python and the Future of Programming,Guido van Rossum - Python and the Future of Programming,Programming; Python; Language; Your; Program; Intelligence; Rules; Computer; Didn; Consciousness; Design; Languages; Thought; Create; Code,Guido van Rossum - Python and the Future of Programming; Programming; Python; Language; Your; Program; Intelligence; Rules; Computer; Didn; Consciousness; Design; Languages; Thought; Create; Code
342,Todd,Todd Howard Skyrim Elder Scrolls 6 Fallout and Starfield,Todd Howard Skyrim Elder Scrolls 6 Fallout and Starfield,Game; Games; Them; Love; Stuff; Your; Play; Fallout; Skyrim; Gonna; Player; Experience; Video; Character; Daggerfall,Todd Howard Skyrim Elder Scrolls 6 Fallout and Starfield; Game; Games; Them; Love; Stuff; Your; Play; Fallout; Skyrim; Gonna; Player; Experience; Video; Character; Daggerfall
343,Roger,Roger Gracie Greatest Jiu Jitsu Competitor of All Time,Roger Gracie Greatest Jiu Jitsu Competitor of All Time,Your; Them; Fight; Gonna; Position; Better; Guard; Control; Jitsu; Training; Cannot; Mount; Doesn; Practice; Close,Roger Gracie Greatest Jiu Jitsu Competitor of All Time; Your; Them; Fight; Gonna; Position; Better; Guard; Control; Jitsu; Training; Cannot; Mount; Doesn; Practice; Close
344,Noam,Noam Brown AI vs Humans in Poker and Games of Strategic Negotiation,Noam Brown AI vs Humans in Poker and Games of Strategic Negotiation,Game; Poker; Play; Games; Player; Diplomacy; Playing; Players; Humans; Search; Language; Data; Strategy; Them; Your,Noam Brown AI vs Humans in Poker and Games of Strategic Negotiation; Game; Poker; Play; Games; Player; Diplomacy; Playing; Players; Humans; Search; Language; Data; Strategy; Them; Your
345,Coffeezilla,Coffeezilla SBF FTX Fraud Scams Fake Gurus Money Fame and Power,Coffeezilla SBF FTX Fraud Scams Fake Gurus Money Fame and Power,Money; Your; Them; Their; Didn; Everyone; Stuff; Crypto; Fraud; Value; Sure; Huge; Amount; Selling; System,Coffeezilla SBF FTX Fraud Scams Fake Gurus Money Fame and Power; Money; Your; Them; Their; Didn; Everyone; Stuff; Crypto; Fraud; Value; Sure; Huge; Amount; Selling; System
346,Ed,Ed Calderon Mexican Drug Cartels,Ed Calderon Mexican Drug Cartels,Mexico; Them; Your; Their; Somebody; Cartel; Around; Stuff; Pretty; Experience; Aspect; States; Military; United; Training,Ed Calderon Mexican Drug Cartels; Mexico; Them; Your; Their; Somebody; Cartel; Around; Stuff; Pretty; Experience; Aspect; States; Military; United; Training
347,Michael,Michael Malice Christmas Special,Michael Malice Christmas Special,Their; Your; Them; Book; Someone; Stalin; Everyone; Didn; Gonna; Soviet; Sure; Union; Russia; Wasn; Revolution,Michael Malice Christmas Special; Their; Your; Them; Book; Someone; Stalin; Everyone; Didn; Gonna; Soviet; Sure; Union; Russia; Wasn; Revolution
348,Nathalie,Nathalie Cabrol Search for Alien Life,Nathalie Cabrol Search for Alien Life,Mars; Earth; Your; Water; Environment; Universe; Them; Diving; Planet; Nature; Love; Civilization; Information; Stuff; Around,Nathalie Cabrol Search for Alien Life; Mars; Earth; Your; Water; Environment; Universe; Them; Diving; Planet; Nature; Love; Civilization; Information; Stuff; Around
349,Bhaskar,Bhaskar Sunkara Socialism and Communism,Bhaskar Sunkara Socialism and Communism,Their; Whatever; Your; System; Socialism; Else; State; Workers; Socialist; Certain; Class; Them; Democratic; Social; Society,Bhaskar Sunkara Socialism and Communism; Their; Whatever; Your; System; Socialism; Else; State; Workers; Socialist; Certain; Class; Them; Democratic; Social; Society
350,Betül,Betül Kaçar Origin of Life Ancient DNA Panspermia and Aliens,Betül Kaçar Origin of Life Ancient DNA Panspermia and Aliens,Chemistry; Translation; Them; Your; Biology; Planet; Information; Chemical; Bacteria; Cell; System; Earth; Organisms; Evolution; Level,Betül Kaçar Origin of Life Ancient DNA Panspermia and Aliens; Chemistry; Translation; Them; Your; Biology; Planet; Information; Chemical; Bacteria; Cell; System; Earth; Organisms; Evolution; Level
351,MrBeast,MrBeast Future of YouTube Twitter TikTok and Instagram,MrBeast Future of YouTube Twitter TikTok and Instagram,Video; Your; Videos; Million; Them; Youtube; Content; Whatever; Gonna; Better; Stuff; Views; Twitter; Someone; Money,MrBeast Future of YouTube Twitter TikTok and Instagram; Video; Your; Videos; Million; Them; Youtube; Content; Whatever; Gonna; Better; Stuff; Views; Twitter; Someone; Money
352,Omar,Omar Suleiman Islam,Omar Suleiman Islam,Your; Them; Their; Peace; Muslims; Islam; Muslim; Upon; Prayer; Community; Religion; Faith; Around; Muhammad; Worship,Omar Suleiman Islam; Your; Them; Their; Peace; Muslims; Islam; Muslim; Upon; Prayer; Community; Religion; Faith; Around; Muhammad; Worship
353,Dennis,Dennis Whyte Nuclear Fusion and the Future of Energy,Dennis Whyte Nuclear Fusion and the Future of Energy,Fusion; Energy; Around; Magnetic; Them; Plasma; Fuel; Your; Almost; Physics; Nuclear; Particles; Temperature; Field; Power,Dennis Whyte Nuclear Fusion and the Future of Energy; Fusion; Energy; Around; Magnetic; Them; Plasma; Fuel; Your; Almost; Physics; Nuclear; Particles; Temperature; Field; Power
354,Jeremi,Jeremi Suri Civil War Slavery Freedom and Democracy,Jeremi Suri Civil War Slavery Freedom and Democracy,Your; Them; Their; Lincoln; History; Democracy; Better; States; Power; Country; Institutions; Union; White; Election; Book,Jeremi Suri Civil War Slavery Freedom and Democracy; Your; Them; Their; Lincoln; History; Democracy; Better; States; Power; Country; Institutions; Union; White; Election; Book
355,David,David Kipping Alien Civilizations and Habitable Worlds,David Kipping Alien Civilizations and Habitable Worlds,Planet; Your; Earth; Star; Light; Stars; Universe; Them; System; Around; Planets; Civilization; Solar; Moon; Their,David Kipping Alien Civilizations and Habitable Worlds; Planet; Your; Earth; Star; Light; Stars; Universe; Them; System; Around; Planets; Civilization; Solar; Moon; Their
356,Tim,Tim Dodd SpaceX Starship Rocket Engines and Future of Space Travel,Tim Dodd SpaceX Starship Rocket Engines and Future of Space Travel,Space; Rocket; Engine; Your; Engines; Them; Spacex; Stuff; Their; Orbit; Mars; Fuel; Starship; Falcon; Stage,Tim Dodd SpaceX Starship Rocket Engines and Future of Space Travel; Space; Rocket; Engine; Your; Engines; Them; Spacex; Stuff; Their; Orbit; Mars; Fuel; Starship; Falcon; Stage
357,Paul,Paul Conti Narcissism Sociopathy Envy and the Nature of Good and Evil,Paul Conti Narcissism Sociopathy Envy and the Nature of Good and Evil,Trauma; Your; Evil; Envy; Someone; Better; Mind; Them; Doesn; Negative; Self; Their; Emotion; Love; Ourselves,Paul Conti Narcissism Sociopathy Envy and the Nature of Good and Evil; Trauma; Your; Evil; Envy; Someone; Better; Mind; Them; Doesn; Negative; Self; Their; Emotion; Love; Ourselves
358,Aella,Aella Sex Work OnlyFans Porn Escorting Dating and Human Sexuality,Aella Sex Work OnlyFans Porn Escorting Dating and Human Sexuality,Black; Theory; Hole; String; Space; Physics; Them; Holes; Around; Einstein; Universe; Quantum; Light; Your; Holographic,Aella Sex Work OnlyFans Porn Escorting Dating and Human Sexuality; Black; Theory; Hole; String; Space; Physics; Them; Holes; Around; Einstein; Universe; Quantum; Light; Your; Holographic
359,Andrew,Andrew Strominger Black Holes Quantum Gravity and Theoretical Physics,Andrew Strominger Black Holes Quantum Gravity and Theoretical Physics,Black; Theory; Hole; String; Space; Physics; Them; Holes; Around; Einstein; Universe; Quantum; Light; Your; Holographic,Andrew Strominger Black Holes Quantum Gravity and Theoretical Physics; Black; Theory; Hole; String; Space; Physics; Them; Holes; Around; Einstein; Universe; Quantum; Light; Your; Holographic
